step,value
0,0.563829779624939
1,0.4020618498325348
2,0.3804347813129425
3,0.3529411852359772
4,0.3877550959587097
5,0.4057970941066742
6,0.44700461626052856
7,0.37254902720451355
8,0.3681592047214508
9,0.4423963129520416
10,0.3571428656578064
11,0.4866071343421936
12,0.4516128897666931
13,0.3798076808452606
14,0.4029850661754608
15,0.38461539149284363
16,0.4585365951061249
17,0.3951219618320465
18,0.43062201142311096
19,0.4573991000652313
20,0.3861386179924011
21,0.48672565817832947
22,0.4954128563404083
23,0.5022624731063843
24,0.43396225571632385
25,0.4392523467540741
26,0.42396312952041626
27,0.4086538553237915
28,0.471615731716156
29,0.44748857617378235
30,0.477477490901947
31,0.5090909004211426
32,0.5021833777427673
33,0.48557692766189575
34,0.5360000133514404
35,0.5113122463226318
36,0.5414847135543823
37,0.43497759103775024
38,0.5270270109176636
39,0.47826087474823
40,0.47867298126220703
41,0.46724891662597656
42,0.4292452931404114
43,0.48878923058509827
44,0.5313807725906372
45,0.5269709825515747
46,0.5321100950241089
47,0.4642857015132904
48,0.5133928656578064
49,0.5411255359649658
50,0.5648535490036011
51,0.4977777898311615
52,0.545064389705658
53,0.4784482717514038
54,0.540772557258606
55,0.5635592937469482
56,0.5378151535987854
57,0.6008403301239014
58,0.5213675498962402
59,0.5327510833740234
60,0.5780590772628784
61,0.4935622215270996
62,0.5387930870056152
63,0.5175438523292542
64,0.5982532501220703
65,0.5446808338165283
66,0.559183657169342
67,0.6000000238418579
68,0.5439330339431763
69,0.555084764957428
70,0.6074380278587341
71,0.6086956262588501
72,0.5458333492279053
73,0.4977375566959381
74,0.5889830589294434
75,0.5189873576164246
76,0.5313807725906372
77,0.568965494632721
78,0.5672268867492676
79,0.5833333134651184
80,0.6016260385513306
81,0.5870445370674133
82,0.6119999885559082
83,0.5791666507720947
84,0.6171875
85,0.6240000128746033
86,0.6341463327407837
87,0.5943775177001953
88,0.629482090473175
89,0.5809128880500793
90,0.6007905006408691
91,0.6338582634925842
92,0.604938268661499
93,0.557939887046814
94,0.6409266591072083
95,0.62109375
96,0.5743801593780518
97,0.6016260385513306
98,0.6124030947685242
99,0.6086956262588501
100,0.61328125
101,0.6190476417541504
102,0.6363636255264282
103,0.6377952694892883
104,0.6585366129875183
105,0.624535322189331
106,0.6949806809425354
107,0.6556776762008667
108,0.6349206566810608
109,0.6274510025978088
110,0.5836910009384155
111,0.5753968358039856
112,0.594936728477478
113,0.588477373123169
114,0.6349206566810608
115,0.6564885377883911
116,0.64682537317276
117,0.6124030947685242
118,0.625
119,0.5984848737716675
120,0.6719367504119873
121,0.6015625
122,0.6475095748901367
123,0.5795918107032776
124,0.6589147448539734
125,0.5920000076293945
126,0.6902984976768494
127,0.5889830589294434
128,0.6742424368858337
129,0.6311787366867065
130,0.6590909361839294
131,0.6792452931404114
132,0.6439393758773804
133,0.649056613445282
134,0.6813187003135681
135,0.6287878751754761
136,0.6504064798355103
137,0.6872727274894714
138,0.6823104619979858
139,0.6293436288833618
140,0.6507936716079712
141,0.65234375
142,0.6317829489707947
143,0.6576923131942749
144,0.6479400992393494
145,0.6718146800994873
146,0.6153846383094788
147,0.6752767562866211
148,0.6528925895690918
149,0.6215139627456665
150,0.6703703999519348
151,0.6520146727561951
152,0.6877323389053345
153,0.684587836265564
154,0.7030075192451477
155,0.6553030014038086
156,0.6666666865348816
157,0.6564885377883911
158,0.6360152959823608
159,0.6536964774131775
160,0.6792452931404114
161,0.6568265557289124
162,0.6902984976768494
163,0.6579925417900085
164,0.6779026389122009
165,0.7191011309623718
166,0.6486486196517944
167,0.6115384697914124
168,0.6834532618522644
169,0.6436781883239746
170,0.7030075192451477
171,0.6877323389053345
172,0.6791045069694519
173,0.6548042893409729
174,0.6882129311561584
175,0.6370656490325928
176,0.6315789222717285
177,0.6727272868156433
178,0.7222222089767456
179,0.6031128168106079
180,0.7084870934486389
181,0.6352941393852234
182,0.6479400992393494
183,0.6853932738304138
184,0.6309523582458496
185,0.7132866978645325
186,0.6381322741508484
187,0.6843971610069275
188,0.7137930989265442
189,0.7121770977973938
190,0.694656491279602
191,0.678966760635376
192,0.7003610134124756
193,0.6728624701499939
194,0.6590909361839294
195,0.6501901149749756
196,0.660516619682312
197,0.658088207244873
198,0.6264150738716125
199,0.695652186870575
200,0.7285223603248596
201,0.7189781069755554
202,0.7147766351699829
203,0.7142857313156128
204,0.7250000238418579
205,0.6743295192718506
206,0.7289377450942993
207,0.692307710647583
208,0.7048611044883728
209,0.7117437720298767
210,0.7218044996261597
211,0.7132616639137268
212,0.7067137956619263
213,0.6629213690757751
214,0.6939501762390137
215,0.7474048733711243
216,0.6715328693389893
217,0.6988847851753235
218,0.7147766351699829
219,0.6892856955528259
220,0.7286245226860046
221,0.7491289377212524
222,0.7177700400352478
223,0.730215847492218
224,0.6867924332618713
225,0.7309091091156006
226,0.6761565804481506
227,0.7224199175834656
228,0.6715866923332214
229,0.7222222089767456
230,0.7052238583564758
231,0.739130437374115
232,0.6942446231842041
233,0.6974169611930847
234,0.7672727108001709
235,0.7024221420288086
236,0.7236363887786865
237,0.684587836265564
